Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight
448,ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,50,74849,110,1600,4,4,5,1060
449,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,55,74715,110,1600,5,4,5,1080
450,ÊTOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,49,74656,69,1900,3,4,5,1105
451,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,56,74500,97,1400,3,4,5,1025
452,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,49,74494,110,1600,5,4,5,1075
453,TOYOTA Corolla 1.6 4/5-Doors,10500,50,73634,110,1587,5,4,5,1075
454,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,47,73403,110,1600,5,4,5,1075
455,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,49,73175,97,1400,3,4,5,1030
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,73000,110,1600,3,4,5,1055
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,72242,110,1600,3,4,5,1070
458,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,72000,97,1400,3,4,5,1025
459,ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,71725,110,1600,4,4,5,1035
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,71276,110,1600,5,4,5,1080
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,50,70440,69,1900,3,4,5,1105
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,70239,110,1600,3,4,5,1040
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,69813,97,1400,3,4,5,1025
464,ÊTOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,49,69659,86,1300,3,4,6,1025
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,69574,97,1400,5,4,5,1065
466,ÊTOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,47,69000,69,1900,5,4,5,1140
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,68565,110,1600,4,4,5,1030
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,68520,72,2000,3,4,5,1115
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,68414,97,1400,3,4,5,1025
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,66777,110,1600,5,4,5,1090
471,ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,66527,110,1600,5,4,5,1080
472,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,66063,110,1600,5,4,5,1090
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,65471,97,1400,5,4,5,1060
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,65400,97,1400,3,4,5,1025
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,65170,97,1400,3,4,5,1025
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,56,65000,110,1600,5,4,5,1075
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,64193,110,1600,3,4,5,1040
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,64000,97,1400,3,4,5,1025
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,63792,110,1600,5,4,5,1075
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,63635,110,1600,4,4,5,1035
481,ÊTOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,63135,110,1600,3,4,5,1050
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,63123,110,1600,4,4,5,1035
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,63000,69,1900,5,4,5,1140
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,63000,110,1600,4,4,5,1035
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,62987,110,1600,5,4,5,1080
486,ÊTOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,62751,110,1600,3,4,5,1050
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,62519,97,1400,3,4,5,1025
488,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,62280,97,1400,5,4,5,1060
489,ÊTOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,61672,110,1600,5,4,5,1075
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,61000,69,2000,5,4,5,1140
491,ÊTOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,61000,110,1600,3,4,5,1050
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,60558,110,1600,4,4,5,1105
493,ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,60348,110,1600,4,4,5,1030
494,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,60239,110,1600,5,4,5,1075
495,ÊTOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,59000,97,1400,3,4,5,1025
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,58761,97,1300,5,4,5,1060
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,58745,110,1600,4,4,5,1035
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,58596,110,1600,3,4,5,1045
499,ÊTOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,58530,110,1600,5,4,5,1075
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,58377,110,1600,3,4,5,1050
501,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,58142,110,1600,5,4,5,1080
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,57948,97,1400,3,4,5,1025
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,57645,110,1600,5,4,5,1080
504,ÊTOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,57500,110,1600,4,4,5,1105
505,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,57475,110,1600,3,4,5,1040
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,56743,110,1600,3,4,5,1045
507,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,56675,97,1400,3,4,5,1025
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,55877,110,1600,5,4,5,1075
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,55500,110,1600,4,4,5,1035
510,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,54900,97,1400,5,4,5,1060
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,54465,110,1600,5,4,5,1075
512,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,53700,97,1400,5,4,5,1060
513,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,53561,97,1400,5,4,5,1060
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,53408,110,1600,5,4,5,1080
515,ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,53268,110,1600,5,4,5,1080
516,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,53116,97,1400,3,4,5,1025
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,52448,97,1400,3,4,5,1025
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,52149,97,1400,3,4,5,1085
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,52141,110,1600,5,4,5,1070
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,52000,97,1400,3,4,5,1025
521,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,50967,97,1400,5,4,5,1060
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,50400,110,1600,5,4,5,1080
523,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,50000,97,1400,3,4,5,1025
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,50000,86,1300,5,4,5,1045
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,49969,110,1600,5,4,5,1075
526,ÊTOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,49568,110,1600,3,4,5,1105
527,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,49473,110,1600,3,4,5,1055
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,49432,110,1600,3,4,5,1050
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,49417,110,1600,3,4,5,1045
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,49366,97,1400,3,4,5,1025
531,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,48731,110,1600,3,4,5,1055
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,48370,110,1600,5,4,5,1080
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,48071,97,1400,3,4,5,1025
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,47852,110,1600,4,4,5,1030
535,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,47768,110,1600,3,4,5,1055
536,ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,47689,110,1600,5,4,5,1075
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,47451,110,1600,3,4,5,1055
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,47219,110,1600,5,4,5,1080
539,ÊTOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,47211,110,1600,5,4,5,1070
540,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,46856,97,1400,5,4,5,1060
541,ÊTOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,46500,86,1300,5,4,5,1035
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,46449,110,1600,4,4,5,1035
543,ÊTOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,46391,110,1600,5,4,5,1075
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,46230,110,1600,3,4,5,1055
545,ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,46029,110,1600,4,4,5,1030
546,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,46000,97,1400,3,4,5,1025
547,ÊTOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,45900,110,1600,5,4,5,1075
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,45850,97,1400,5,4,5,1060
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,45336,110,1600,5,4,5,1080
550,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,44537,97,1400,3,4,5,1025
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,43700,86,1300,3,4,5,1025
552,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,43120,97,1400,3,4,5,1030
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,41710,110,1600,3,4,5,1040
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,41700,97,1400,3,4,5,1025
556,ÊTOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,41636,110,1600,5,4,5,1105
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,41273,97,1400,5,4,5,1060
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,40836,110,1600,3,4,5,1075
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,40400,97,1400,5,4,5,1060
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,40361,110,1600,5,4,5,1090
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,40325,86,1300,5,4,5,1045
562,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,40000,110,1600,5,4,5,1080
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,39706,110,1600,5,4,5,1080
564,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,39291,110,1600,3,4,5,1040
565,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,39000,97,1400,3,4,5,1025
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,38900,97,1400,3,4,5,1025
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,38403,110,1600,3,4,5,1055
568,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,37461,97,1400,3,4,5,1025
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,37000,97,1400,3,4,5,1025
570,ÊTOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,36406,110,1600,4,4,5,1035
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,36005,97,1400,5,4,5,1065
572,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,36000,110,1600,5,4,5,1075
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,36000,110,1600,5,4,5,1080
574,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,36000,110,1600,3,4,5,1070
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,35823,110,1600,5,4,5,1075
576,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,35230,97,1400,3,4,5,1025
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,35142,110,1600,3,4,5,1055
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,34890,97,1400,3,4,5,1025
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,34882,110,1600,5,4,5,1075
580,ÊTOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,34000,110,1600,5,4,5,1075
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,33998,110,1600,5,4,5,1080
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,33230,110,1600,3,4,5,1050
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,33021,110,1600,5,4,5,1080
584,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,31999,97,1400,3,4,5,1030
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,31579,97,1400,3,4,5,1025
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,31000,97,1400,3,4,5,1025
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,30806,97,1400,5,4,5,1060
588,ÊTOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,30461,86,1300,5,4,5,1050
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,29686,110,1600,3,4,5,1075
590,ÊTOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,29650,86,1300,3,4,6,1025
591,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,29500,110,1600,3,4,5,1055
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,28656,97,1400,3,4,5,1085
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,27500,97,1400,3,4,5,1025
594,ÊTOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,26938,110,1600,3,4,5,1040
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,26624,97,1400,5,4,5,1060
596,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,26221,97,1400,3,4,5,1025
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,22648,97,1400,5,4,5,1060
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,22500,97,1400,3,4,5,1025
599,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,19313,97,1400,3,4,5,1025
600,ÊTOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,17619,110,1600,4,4,5,1030
601,ÊTOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,17069,97,1400,3,4,5,1025
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,15000,97,1400,3,4,5,1025
603,ÊTOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,10210,97,1400,5,4,5,1065
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,5309,110,1600,3,4,5,1070
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,1,90,2000,3,4,5,1260
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,31000,97,1398,3,4,5,1025
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,205000,72,2000,4,4,5,1100
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,204250,72,2000,3,4,5,1115
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,194545,86,1300,4,4,5,1000
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,190900,72,2000,3,4,5,1115
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,183500,72,2000,5,4,5,1140
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,176184,72,2000,3,4,5,1115
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,174833,72,2000,4,4,5,1100
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,155720,86,1300,3,4,5,1015
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,155500,110,1600,5,4,5,1050
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,154783,72,2000,3,4,5,1120
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,154462,72,2000,5,4,5,1135
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,150585,110,1600,3,4,6,1065
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,149000,90,2000,5,4,5,1135
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,147636,72,2000,5,4,5,1135
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,144521,72,2000,5,4,5,1135
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,144000,110,1600,3,4,6,1065
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,140168,72,2000,3,4,5,1115
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,140000,110,1600,5,4,5,1085
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,139800,72,2000,3,4,5,1115
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,137050,110,1600,3,4,5,1078
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,136956,110,1600,3,4,6,1065
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,135337,110,1600,5,4,5,1120
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,133769,72,2000,3,4,5,1120
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,133405,72,2000,5,4,5,1135
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,132807,72,2000,5,4,5,1135
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,132393,72,2000,5,4,5,1135
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,130270,110,1600,3,4,5,1050
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,130000,72,2000,4,4,5,1135
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,127000,72,2000,5,4,5,1135
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,126800,72,2000,5,4,5,1135
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,126452,110,1600,5,4,5,1085
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,125175,116,2000,5,4,5,1150
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,125000,72,2000,3,4,5,1115
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,123000,72,2000,5,4,5,1135
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,121626,86,1300,5,4,5,1050
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,120400,110,1600,5,4,5,1090
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,120000,72,2000,4,4,5,1100
644,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,119541,110,1600,3,4,5,1055
645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,119500,110,1600,5,4,5,1070
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,119289,110,1600,4,4,5,1035
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,118833,110,1600,3,4,6,1065
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,118000,72,2000,5,4,5,1150
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,117955,110,1600,4,4,5,1065
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,117609,86,1300,3,4,5,1015
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,117000,72,2000,3,4,5,1115
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,116000,86,1300,5,4,5,1045
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,115715,110,1600,5,4,5,1070
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,115191,110,1600,4,4,5,1079
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,115071,110,1600,3,4,5,1055
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,115000,110,1600,3,4,5,1109
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,114846,110,1600,5,4,5,1075
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,114383,90,2000,3,4,5,1260
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,113700,110,1600,5,4,5,1065
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,113118,86,1300,3,4,5,1020
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,112827,86,1300,5,4,5,1040
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,112116,110,1600,5,4,5,1070
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,112000,110,1600,3,4,6,1065
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,112000,72,2000,4,4,5,1135
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,111769,110,1600,3,4,6,1065
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,110853,110,1600,5,4,5,1070
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,110287,110,1600,3,4,5,1050
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,109547,110,1600,5,4,5,1075
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,109230,110,1600,3,4,5,1050
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,109150,110,1600,5,4,5,1075
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,108793,110,1600,4,4,5,1035
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,106784,110,1600,3,4,5,1050
