_unit_id,policies_violated,review
679455809,"SlowServiceOrderProblem",Drive thru SUCKS here!!!! This is the 3rd time they messed up my order and there sooooo freakin slow! They have no since of urgency.
679455810,"BadFoodRudeService","What do you expect? It's a McDonalds. You go here for bad coffee and even worse food. I usually get annoyed when I receive poor service, but I should temper the urge to write about it based on the location and the service they are providing. If you want better service and/or better food, go to a Starbuck and spend a few more pennies. This is just an average run-of-the-mill McDonalds."
679455811,BadFood,"Fries were old and cold...they were out of ice. Asked for the sandwich to be plain, it did not come that way. They forgot to give us our drinks."
679455812,na,This location is quite busy. Had a good deal on Big Mac's. Quick and easy food to pick up for the kids on the go ...
679455813,OrderProblem,"Only 2 reviews for a McDonalds, hmmm...make it 3!Let's just say, not the best. ξI've been 4+ times to this location. ξ3 of the 4 times, they had my order wrong. ξOnce, when ordering chicken mcnuggets via the Drive-thru, they asked me to pull around the corner and park...and they would bring it out to me. ξI waited 20 minutes! ξOn a positive note, if you order and decide to eat there, the inside is actually pretty big and kept clean. ξIt's also offstrip and has easy parking. ξP.S. In-and-Out is just one more block up the street!"
679455814,Cost,"The story is short: Evil, Dishonest Scam artists and bigots.The story is LONG:There are a number of things wrong with this McDonalds, but a few things that are right. Let's start with ...The Good:Food is usually correct as ordered in the drive-thru.Workers are friendly enough (probably because they see me often).The Bad:On the drive-thru menu board, it SAYS PLAINLY: Value Meal #2 (Quarter Pounder w/ cheese) $5.09 for medium fries/drink, large fries and large drink for $0.40 extra. Total should be $5.49 plus tax.I say PLAINLY at least a dozen times a month: ""Number 2 LARGE with COKE!"".My receipt SAYS PLAINLY: 1 QRT CHEESE ML-LRG $3.80 1 XLG COKE 1.89. Subtotal $5.69 TAKE OUT TAX 0.45.WTF is a TAKE OUT TAX? We're quibbling over 20 cents plus a dubious ""TAKE OUT TAX"" but it's twenty cents for 30 customers an hour times 18 hours a day times 365 days a year. SCAM ARTISTS RUNNING THIS MCDONALDS! BOO! HISS!The Ugly:Only people of one race and one sex are hired at this restaurant (and apparently only one national origin, too). ξThis is against Federal law (see eeoc.gov ) When a population of workers is examined as to characteristics such as gender, race, and age, and the data is charted according to statistical groupings, and you wind up with everybody being the same, this is a pattern that is against Federal law. But, who cares, it's Vegas, and it's McDonalds in Vegas, right? I emailed McDonalds corporate and they couldn't care less. The response I got back was a form letter copy/pasted."
679455815,"SlowServiceOrderProblem",WTF! This place sucks! Just left drive thru...was in line for 25 min! Girl got my order wrong took back extra soda...gave me my order and disappeared for 5 min while I waited for receipt. When I finally got my receipt I was so mad I drove off only to find out I still got charged for the soda! Wow really mc d's? She was so lazy she bet on me leaving so she didnt have to give me my $1 refund. Jokes on me. One less family that will go here so sad
679455816,,"Nice McDonald's inside, but they have a remote that locks the bathroom. Ghetto much?"
679455817,BadFood,"Simple question, what is so hard about making a dipped cone, that looks like the picture in the restaurant. ξSometimes they make it so fat, that it attacks my clothing.I love your dipped cones. ξAddicted to it."
679455818,BadFood,"It's mcdonalds for F@&S sake. It is what it is. The food sucks but it is usually microwaved or fried within a (debatable) somewhat reasonable amt. of time. Staff are usually genuinely unhappy, but nice none the less."
679455819,"RudeServiceSlowService",Here I sit. 25 minutes now waiting for my 5 breakfast burritos. This McDonald's is slow and the employees are not at all friendly. I do not recommend this place at all.
679455820,"RudeServiceOrderProblem","Worst McDonalds Ever! ξI work close so it is convenient for breakfast and lunch, however, after my experience today, I will not be going back. ξWith so many other dining options in the area, I wonder why they don't pay attention to the reviews and step up their game. ξToday, I went through the drive thru - which is always the slowest around (average of about 5 mins in line - longest time was 11 minutes). ξToday was the 4th time in a month that I've been through the drive thru and my order was wrong or incomplete. ξI'm only one person, how many other people does this happen to.This morning, I went to the drive thru about 6:10am, lucky since I was the only one in line. ξPlaced my order, but could tell the person taking my order was distracted. ξGot to the payment window, where the person dropped my change on the ground, ugh. ξNext window, pick up food. ξHere is the entire conversation: Me: ξCan I get some Mayonnaise and Salt? MD's: ξMayonnaise? ξ(as he is chatting with a co-worker and not listening to me.Me: Yes, Mayonnaise and Salt.MD's: OK. ξ(Still chatting it up with co-worker)MD's: ξThat was Mayonnaise and Jelly?Me: No. ξMayonnaise and Salt.UGH!! ξPay attention! ξNeedless to say, I got to work and order was incomplete. ξFrustrated, I got back in my car, drove back to restaurant and went inside. ξTalked to a manager or assistant (couldn't tell, as they had no nametag), but they were very uninterested in the fact that a customer had an issue. ξI explained that it had happened 4 times in last month, still no reaction. ξNo concern, NO APOLOGY. ξ ξHe proceeded to get my other item, but was not going to replace the current one I brought back. ξSince it was now a cold item, I had to ask to get a replacement.I mentioned again that this is the 4th time in a month that this had happened to just me, but again, no apology, no concern, and no reaction. ξWorst customer service of any restaurant I've ever been in. ξIt seems to me that they need to be reading these reviews and try to improve. ξI will be sending a copy of this review to McDonald's corporate office, because if they are not already aware of how bad this store is, they need to be."
679455821,"OrderProblemBadFood",This McD's is bad. It is near my home and has a drive thru so I hit it up for the dollar menu. It is pure convenience that I go to this one. The wait for food here is unreal. this last week my mcdouble tasted more like it was reheated. The bun was rock hard :(I just never know if I'm going to get what I ordered correctly or if it will taste normal or reheated. I have been getting coupon books in the mail that have been good deals. Inside feels kinda cramped. The lines inside are as bad as the drive thru. Please remember that people leaving the drive thru have rights too. I obey the stop sign before pulling out but it seems the people shopping within the strip mall think they have the right to zip by you and not let you out.
679455822,OrderProblem,"I'm so relieved I'm not the only one who knows how dysfunctional this McDonalds is compared to any other. ξEvery time I'd be in the drive-thru they'd get my order wrong, and as I waited for my upcoming wrong order with cars in front of me, I entertained myself by (1) watching ξthe hand-off of food from the employee ξto the driver of the car; (2) a slight pause; and (3) ξthen the hand back as the driver QA's and returns the wrong order that was given to them. ξI hope this McDonald's improves because I'm sure there are some good employees who work here and this is such a great location for this restaurant."
679455823,RudeService,Don't come in. Their priority is the drive thru. Don't waste your time. Horrible customer service. I will be avoiding this place as much as possible.
679455824,RudeService,The drive- thru might be the worst. ξI've gone through a few times. ξThe staff is rude and when they short your order your made to feel like it's your fault .
679455825,SlowService,I dont mind fresh and hot...but when you have to wait 15 minutes to order and another 15 minutes to receive the order plus bad attitude....not a good mixTry two cashiers when you got 4 people or more in one line...that would cut the first 15 minutes
679455826,BadFood,"Flavorless cardboard and meat like substance.., ξ Unfit for human consumption !!! ξ ξ ξI gave irvine last try and it's worse than ever"
679455827,"RudeServiceMissingFood","This is the only burger place within 5 minutes of my office so I've been going here to pick up my lunch before starting work. However, this morning I get there at 10:25 because i have to be at work at 10:35. I try to order a chicken wrap and I'm told they can't take lunch orders until 10:30. Now up until recently I worked in the food industry for 14 years as a manager and I understand the reason for these time frames for breakfast and lunch, but at 5 minutes till I can get a wrap so I can make it to my office with lunch on time? I asked the order taker if they could please help me out it was only 5 minutes and they flat out refused. OUTSTANDING CUSTOMER SERVICE GUYS!! Won't be going back. There is a Vons, a Port of Subs, a Panda Express, an Ensteins Bagels, 2 Pizza Places, and a couple of other restraunts all in the same shopping center so just keep pushing business away to your competitors.Monday June 9, 2014 10:45 am"
679455828,SlowService,This is hands down the WORST McD's location.I keep saying I wont go back but I think what keeps me going back is that living in the heart of Summerlin there isn't much of an option besides the Burger King on Town Center.The drive-thru is always so so so long and the workers at the window are so slow and seem like it is their first day every time. My order is NEVER right! I order a McGriddle and get a McMuffin WTH! The food is either overcooked or not accurate. What is with the coke? It always and I mean always tastes weird.I have sent an e-mail through the website complaining and they said since nobody else complained about the coke it must be fine. WRONG! If you get the nasty coke please send them an e-mail if enough people complain they might actually do something!!I usually go to the location on Charleston but since this one is so close I do still come here when I have coupons but I make sure and go inside where I can verify my order.
679455829,RudeService,"I don't know what it is about this McDonald's. It's like kids run the joint. Not that they aren't friendly, but too many of them just aren't professional, and seem to think the customers are part of their entertainment. This job is basically an extension to their social life. ξIt's a problem."
679455830,"OrderProblemSlowService",Service is terribly slow. Orders have never been correct. Manager Oscar is trained in a third world country. I have boycotted this location for the last year and I live and work within walking distance of this place. I'd much rather go out of my way and give my money to the Boca Park location.
679455831,SlowService,This was the worst Mcdonalds in all of Las Vegas. ξMy daughter wanted a breakfast burrito and I needed a coffee. 1 car in front in of me and 23 minutes stuck in the drive thru. WHO's the manager? I didnt see one person that was capable of being in charge of running that place. Next tiem I decide to go to Mcdonalds by my job I will hop on the freeway and go to another one and still return to work faster then running across the street to this one!!!!!!
679455832,SlowService,"Honestly McDonalds is a McDonalds but I've never been to one so slow. Went in to grab some breakfast and, although no one was there, it still took 20 min. The fact that I keep coming back is just because it is close."
679455833,"BadFoodMissingFood","Went through the Drive-thru today at about 11:15 am for lunch. Ordered the habanero quarter pounders and a caramel sundae. Sundae machine was down, so no sundae. I should have taken that as an omen and just left. Got the promo to buy a quarter pounder & get one free. When I went to eat my sandwich I had to search for the habanero sauce( just a touch was on the bun), and the burger was dry as hell and tasted like it had been reheated from the day before. I took one bite and could barely chew it. I threw them both away. What a waste of gas and time. Never going to this place again ... ξAWFUL"
679455834,SlowService,"I don't know what the deal is with this location, but they are ridiculously slow! Even if my order is a pre made salad and iced coffee and there is no one else in the drive-thru lane, it still takes forever!"
679455835,na,"Don't tell anyone but I like McDonald's coffee better than Starbucks. I rather have McDonald's coffee over any other coffee in the world. This McDonald's location would have gotten 5 stars about 3 months ago, but things have changed. A few months ago, the workers were really cool, but now they have all just gotten really f*cking weird! It's almost like one of those 1980s B-Horror Movies where one of the workers gets infected with the Zombie/Vampire/Werewolf virus and then comes to work the next day and spreads it to all his coworkers. ξThat's the only logical explanation because every worker here has transformed into McDumbasses!I want to remind you that this is Summerlin, so that means that everyone runs stop signs, no one yields for pedestrians, ξand everyone argues over the stupidest most insignificant things. Watch out when you are entering this drive-thru because there is a huge chance that some douchebag in a BMW will run the stop sign in order to cut in front of you.When I drove up to the box, there was no answer. About 2 minutes later I begin hearing a ton of static and then this bizarre sounding guy starts talking in this strange tone. He sounded like a drunk Orson Wells. When I pulled up to the first window to pay, the window slowly slid open to reveal the face of a morbid looking kid with gigantic dilated eyes and one of those horror movie smiles. Immediately he lets out this high pitched: ""reeehhhhhhhhhhhhhh!!!"" noise at me. At that particular moment, due to the fear of man-rape, I thought about driving over the planters and escaping. But, he looked so weird that I came to the conclusion that he might have some kind of paranormal super powers and would catch me no matter how fast I drove, so I just sat there and awaited my fate. After about 2-3 seconds he told me how much my coffee cost in a disturbingly soft tone voice, and thankfully he didn't serve me McRape. ξWhen I drove up to the pick-up window, I was greeted by an anorexic looking latino kid who didn't even give me eye contact, and while holding the coffee he sticks his arm out the window and just drops it before I even have the chance to reach out to grab it. It was a miracle that I caught the thing in mid air. ξI was glad to get the McF*ck out of there."
679455836,"SlowServiceRudeService",Awful service and extremely slow. Go elsewhere.
679455837,Filthy,"I love Mcdonalds, grew up on it and still take my boys there regularly and I have to say this. ξThe location off of the circle in Summerlin really has some hard times keeping up. ξThe place always seems to be a bit dirty both in the lobby and behind the counter. ξI dread getting a ""quick"" bite with the boys when we are in a hurry as they are never fast in the drive thru!! ξBUT the food is always just as good at any other Mcdonalds, so they do have that going for them!! ξIt is literally though one of the slowest mickey D's I have ever been to. ξAnd this is not just one experience, I go very regularly because as I said I love it and this one is the closest to me, so for convenience, but sometimes I wonder if it would be faster to drive seven minutes out of my way to another mcdonalds....Their Employees are so nice though, just not the best on the speed side of things!Maybe they will get better!"
679455838,"naCost","I've never tried a McRib Sandwich and I heard via the Talk Threads that McDonald's in Las Vegas started serving them the other day, so I took my Son here to give this legendary Sandwich a try.We ordered two McRib Meals (Sandwich, Fries, Soda) $4.19. ξI also wanted to try the $1 Spicy McChicken Sandwich.The verdict......I didn't like the McRib at all...blech! ξThe Sauce was the best part about it. Other than that, it was pretty bland. ξThe Fries were good of course....and the Spicy McChicken Sandwich was decent, not bad for $1.Overall, it was a complete waste of calories. ξI'm not dinging McDonald's for my stupid curiosity, so they get 3 Stars. ξThe McDonald's experience was A-OK. Did I find value in my meal? ξNot today....my fault though.Will I return? ξI'd come back again to order something I enjoy."
679455839,na,Pretty good service for fast food.
679455840,SlowService,The drive through line is terrible. They are painfully slow.
679455841,"SlowServiceRudeService","This has to be the WORST McDonalds within a 3,000 mile radius. The staff are young, rude, untrained kids from the local middle school and the drive-through is really painfull. This location should be closed down or sold to someone who knows how to run a McDonalds. They're always out of something, there's never a cashier in the first drive- through window (where your supposed to pay) so people sit in their cars and wait for a cashier to magically appear to take their money..not happening! So then you decide to walk in to order thinking you'll get your order faster and not missing something..WRONG! As you stand there and wait for them to make and bag your order your watching the car that would have been behind you, in the drive-through, leave. WTF! Next time, I'm getting Mexican food!"
679455842,"SlowServiceRudeServiceOrderProblemBadFood","Years of pathetic service, disgusting food, and dangerous mistakes. Why do I keep going back?Having nothing to do with Mcdonalds food in general and more to do with the ability of this specific location to produce it with out killing anybody. I have been going to this particular store for years. It is right around the corner from where I used to live, and is on the way from where I live to pretty much everything I use (gas station, costco, movie theater, market, etc). It is the only convenient location, and for a while Mcdonalds was the only place that had $1 drinks. So those are my lame excuses for repeatedly torturing myself with this horrible place! Service: I used to be a manager with another fast food chain. I know what service SHOULD be. I also know what it usually is. It doesn't have to be 5 star. But the rude attitudes, ridiculously slow service, and inability to get a single order right is really a bit too much. When I say slow service, I am talking 15 minutes is average drive thru time for a dollar menu burger and a soda. Correct orders: Yes, my order can occasionally be complicated (no castup, add big mac sauce)... but when I thought they could do no worse... they messed up an order for 4 large drinks. 2 diet cokes, a lemonade, and an unsweet iced tea (all with extra ice). We received a regular coke, a lemonade, a Dr. Pepper, and a sweet iced tea. 2 drinks had no ice at all. and the other 2 had a few pieces floating around. We have never received a correct order from this store. EVER. I could go on and on about it, but I will stick with this sad example and move on.Dangerous/disgusting/incorrectly made: Something a little different then an order where they put the wrong thing in the bag or mess up a custom, is when they just make it incorrectly or dangerously. Some of the examples of this include pies that expired an hour before I received them, an egg that was completely raw in the middle, and tonights lovely mess up. Tonight I ordered the Angus Mushroom and Swiss. According to the website this should include 2 full slices of swiss cheese and a decent amount of mushrooms. I had about a teaspoon of mushrooms, no sauce, and 1/2 a slice of cheese. That is right, they left off a slice and a half of cheese! In addition, it was a regular (and relatively old) quarter pound patty, not the big ole angus patty they should have used. I have called the number on the receipt multiple times that takes me to the district office. They consistently send out a free sandwich or drink coupon to apologize. They tell me how sorry they are and suggest I try one of their other locations, as this is the only one they receive complaints from. From what I was told they are revamping this store, but I have been told that for well over a year, and it seems to have been unvamped and going down hill, which I didn't think was even possible! I keep vowing this will be my last visit, but then find myself sitting in the drive thru line yet again wondering if I will ever receive my food. I highly do not recommend this location. Hopefully you won't be lured in by whatever the heck keeps luring me! -Sarah (This was written by Paul's wife because I am usually the one dealing with them. I guess he got smarter.)"
679455843,na,My drive through experience was a pleasant one. The workers seemed very friendly and I received quick service. Whenever I go to drive thrus I'm not usually asked how my day is going unless I'm at Starbucks. I didn't feel like I was rushed and the most important thing is they didn't forget the sweet and sour sauce!
679455844,SlowService,"Avoid the drive through in the evenings.Food takes too long, the people taking orders and at the window are not professional at all.If I do plan on going to this McDonalds at night, I always have a better experience walking in."
679455845,BadFood,"So horrible no matter what time of day it is, you'll always get food that has been prepared so messy."
679455846,MissingFood,very nice and clean. i came here late night and it was the only mcD's open in the area i think. came for the sweet tea.. and they had no more!
679455847,SlowService,"thinking lightening (and back luck) couldn't possibly strike twice, i returned to mcdonald's in summerlin to place a small order (not 10 mcmuffins as the morning before) for me & the posse who got called into work on a sunday. ξthis time i opt to go thru the drive-thru coz nobody's in line. ξwow, it's looking good... or so i thought. ξpaid for my simple order at the 1st window, then waited 10 more minutes behind the only car at the pickup window (here we go, am i gonna be later for work again with only 1 car in front of me? WTF????). Cars were honking ferociously behind me. now i'm blocked in. ξlow and behold when i move up, i recognize the guy handing me my food as one of the mcdonald's workers who stepped over my pile of food in slow-motion matrix effect yesterday morning. ξughhh! ξguess they're probably hiring at this fast food establishment and will take any dreggs off the street who either has a pulse or a trust fund, so what's the hurry? ξGave them a 2nd chance, learned my lesson, won't ever go back. ξAs an aside, took the time to e-mail mcdonalds and got the proverbial party line response, i.e. we pride ourselves on blah blah blah. i normally believe in redemption but not from this place."
679455848,RudeService,"Parking not very welcoming to large RV's, and don't park next door at the convenience station they charge to park. Staff seemed confused on how to handle special requests, choosing instead to argue with a customer in-front of me and behind me."
679455849,"BadFoodScaryMcDs","This is the worst McDonald's I have ever been to.Yes, there ARE better McD's out there. Like the one on Boulder Highway by Joker's Wild, right before you hit Warm Springs.I have visited the last two nights here....Because I was picking up a friend of mine who got off from work, and we had a sweet tooth.....along with my family members at the house.Yesterday, we pull up and ask for hot fudge sundaes. Ice cream machine is out.Instead, we get two large sweet teas.....Which were overly sweet. Almost...gave off a syrup feel after I swallowed.Tonight, the ice cream machine IS working, so I get two sundaes, and of course, two large sweet teas.Sundaes look sad, because they are not in their proper clear plastic cup...they are instead in mini McFlurry cups....(not even filled completely, might I add.)My friend and I take one sip of our sweet teas....and they taste like dirty water.It's almost like they were trying to trick us.....Like, they didn't have enough tea, so they filled 3/4 of the cup with water.... Seriously, if I wanted the taste of unfiltered water, I would just pick up a hose out of someone's back yard. The women who work here, hate their lives. I mean, they are just wretched.One of the cars parked by the drive thru was.....vandalized with shaving cream, and what appeared to be eggs... Can't say I blame the perpitrator when these ladies can't even pour a glass of tea. .....I don't condone it, but hey, some people are crazy about their food."
679455850,"RudeServiceBadFood","Cold fries and best of all, a customer came in and ordered. The table he wanted had some kind of white creamy junk on it. He went and told someone and they handed him a rag. Lol"
679455851,"OrderProblemRudeService",I wish I could give no stars. I have literally had to call so many times to complain that I've stopped because it's clear no one there give a fuck about their customers. McDonalds corp just had the owner if this location call me and all she did was question me about all the issues as if I was the one who seemed sketchy. I even told them I don't want free food just get my order right.
679455852,SlowService,Update. Im sick of coming here and having them tell me after a long wait in line that theyre out of whatever im looking for. Please. After a few times i get the picture.
679455853,OrderProblem,"I do not live far from this McDonalds location so I have been here several times before. Today is Tuesday, Jan. 29th@7:04am and I placed and paid for an order of sausage w/egg biscuit and 2 hasbrowns ""to go"" at the drive thru. The meal was bagged and handed to me by the store mgr. at the 2nd window. When I returned home, what I found was a sausage w/egg biscuit but only 1 hashbrown. A small inconvenience but when I am unemployed and pay for a portion of a meal I did not receive...I'm sure you get the point.Trust, reliabilty...out the window. For all who read this, be sure to check your order before pulling away from the drive thru window. I won't be patronizing this location for awhile."
679455854,"RudeServiceBadFood",Employees look like they hate their job. Milkshake was like drinking milk. Food was cold and not warm at all.
679455855,RudeService,Keep Driving.On this day they were only accepting cash? I wanted to order a drink at the window where I paid and she she said I couldn't? More like she wouldn't. Kids shakes were dripping and messy so when I asked for extra napkins to clean up her mess the ding-dong gives me one napkin. Then I tell them napkins were not in the bags and when I asked for more they hand me ONE napkin.This is when you give up and drive away!
679455856,Filthy,"Came in for breakfast and ordered a sausage egg biscuit with an iced mocha. The cashier advised me that I couldn't get a mocha, when I asked about a frappucino she said no to that too, and then mentioned that they were out of orange juice. Essentially I had the choice of getting a sweet tea or a Coke product with my breakfast sandwich and hash brown. Now that I have experienced sweet tea with a sausage egg biscuit I can say with all certainty that these two items should not be served together.This particular McDonald's does not exude any of McDonald's core philosophies such as variety or efficiency. It seems poorly stocked, poorly operated and under maintained. The bathrooms are filthy and I would suggest buying a cheap pair of socks for your child because their socks will be coated in dirt after 5 minutes of playing. The only thing that was good about my visit was my sausage egg biscuit sandwich. The hash brown tasted as though it had fried in old rancid oil. The sweet tea, while good by itself shouldn't be 1 of 2 options available during the morning since someone or something broke the McCafe machine and ran away with the orange juice.Seriously, don't go here. This is not the McDonald's you're looking for."
679455857,RudeService,The worst service I've ever seen! They act like you're bothering them. I'll drive an extra couple of miles to go to another McDonald's. or just go somewhere else.
679455858,SlowService,Came to this McDonald's a couple of times and tried to order a few drinks and their machine did not work for anything. No hot chocolate no hot mocha no anything. On top of that the lady in the drive thru said it hasn't worked for a couple of months. A multi million dollar company and they can't fix the machines? ξWth? Not coming to this mcd again. ξAnd they are slow 10 mins to get a drink.
679455859,RudeService,Terrible service! Staff was too busy chatting with each other . I left with my 2 children after waiting 5 min to place an order. I will never return to this McDonald's ! I will take my business elsewhere and recommend you do the same.
679455860,"SlowServiceOrderProblemRudeService",Went there on a Sunday afternoon. ξIt was only moderately busy. But only one cashier (Jessica Carter) taking orders. She complained that kids in general in restaurant were screaming too loud and that she was too busy to accurately take our orders. Waited more than 20 minutes for our food. The order as placed on tray was incorrect. ξA new low in fast food...
679455861,"OrderProblemRudeService",Starts as good still serving breakfast I'm happy ok. Then the McCafe machine is broke ok screw it I'll just by Starbucks. Next order taken employees shift change and forget to make my food. All I can say is are you kidding me
679455862,na,"I don't eat at McDonald's often, but I had a craving for their frozen lemonade drink. One worker greeted me at the door as I walked in, the cashier was very polite and everyone of the employees was actively working either completing orders or cleaning. I was kinda impressed with seeing a crew work together like they did on this visit. Not room for complaints with anything at all, kudos to the team there."
679455863,SlowService,"McDonald's should never disappoint, but this one certainly will as they are slow as heck and 9 times out of 10, your fries WILL be cold!"
679455864,"BadFoodOrderProblem","Seriously I do not know why I bother with this place other than it's the closest fast food to where I live. ξSo many fails it's unbelievable. ξBurgers with no buns, wrong orders, soda without carbonation or taste. ξI've even gone far enough to complain to corporate. ξEven though they had someone call me about it they actual place didn't seem to improve. ξ Just skip it."
679455865,"OrderProblemCost","they mess up every time i go unless my order is under 3 bucks, even if its just sweet tea, its straight crappy water. ξi called corporate twice, they sent me a coupon which was not even the value of what they made a mistake on. ξmy name was in the BOOK and the lady behind the counter still wanted my receipt. corporate even said i didnt need one. i understand they get jacked all the time, but dont jack your customers....its a pass"
679455866,na,"So what do you get when you are hungry...its 9AM....you only have had 3 hours sleep and you are looking for a homie who was last heard from 3 hours ago....McD's of course!!!The sausage egg McMuffin tastes like heaven when you are a bit drunk still, driving down and around the strip. At the OJ and water.....pure re-hydrating goodness!!! The take ATM/Credit at the drive thru and are speedy and attentive when taking your order.Oh BTW...the friend I was looking for...he was still in our hotel at the same craps table I left him at!!!!! I actually left the hotel cause I didn't think he would still be down there!! Gotta love Vegas!!"
679455867,RudeService,"Worst McDonald's ever! If you're looking for customer service this is definitely not the place. ξHow hard is it to get an order right? Or, I don't know, ξhow hard is it to work the drive thru window and pretend to know what your doing!! Ugh"
679455868,SlowService,"I was walking down the Strip with relatives from out of town when they commented they were thirsty. At their behest we went into this McDonald's.The line was long and ill-managed. Only one register was open despite the 30 or so people in line.Most of my companions got their soda right away. One person ordered a coffee, which took 20 minutes to receive."
679455869,RudeService,"Terrible service, plain and simple!"
679455870,RudeService,John the manager at this mcdonalds was rude and did not want to provide customer service. In the middle of ordering drive through he refused to accept order. I guess he thinks because he has flashy lights he can do as he likes. ξI do not recommend this Mcdonalds. ξTake it for what its worth. ξHope you have a better experience than I did.
679455871,RudeService,"Just having come from a trip at the hotel across the street from this little wonder, I got to speak.Night one: About midnight I go in. There are about 5 people waiting in line. Fewer are behind the counter. The lights are on.Mister Manager announces ""We close for 30 minutes! Order later!"". Curious. Rude. Dismissive.Night two: The layout of the place makes for poor line control. From S. Las Vegas Blvd. won walks into a box type eating area, then for no good reason the ordering counters swing to an angle. One is challenged as to were the line is, and which line they are in.The management staff was rough with staff, and the staff seemingly part of the Clinton Welfare reform failure.People working in a McDy's on ""The Strip"" need a certain group of skills.The one's at this McDy's, lacked skills."
679455872,"RudeServiceBadFood",This Mcdonalds is not only in the business of making crappy food and providing even crappier service watch out for the racket they have in the parking lot . If your not careful reading the sign at the the front of the entrance it is going to cost you $195.00 in parking fees. went in to to ask the management they just blew me off. lucky they are in vegas where they dont count on repeat businesssss.
679455873,na,"This is the most fucked up McDonald's you are gonna see. ξOf course I didn't buy anything in here but really like going in there to use their bathroom because it's like negative McMoney for the big McCorporationBucks.com. ξThey have a shitty parking lot, people reading racing papers in the back, and a depressed Korean woman eating a chicken sandwich in the front. ξThere's a big old Golden Arches out there with lights all over it, like just regular light bulb lights. ξThe sign says ""new building coming soon"" and there are shitty renderings of a new fancy Dallas-style McD's with vegas lights all over it. ξI can certainly wait for the new sign and building because I like the old one. ξI went in here when I was buzzing on a Full Throttle slurpee which I highly recommend."
679455874,na,"remember when i said I never eat at mcdonald's? ξI think I did. ξI vaguely remember a fried chicken sandwich sometime around 4am. ξi think i might have slept in it, which wouldn't have been too bad, since i think it was soggy anyway. ξdrunk, vegas, and vacation are my excuses and i'm sticking to em"
679455875,BadFood,"One star because McDonald's is not food... it's engineered matter that just happens to be edible. But I thought I'd review this McDonald's in particular. It's the last McDonald's I ever ate at. The year was 2004 and in the dark of night, in the cool spring air, my friends and I stumbled out of a casino, drunk from free beer and poor from expensive gambling. It was 5:00 AM and although our appetites were ginormous, our options were limited. We happened upon this McDonald's where they were offering double cheeseburgers for $0.99. I ordered three. My companions followed suit. We sat down among the other customers: three older men sparsely seated and desperate to stay awake lest they be thrown out in the street amongst the crumpled pornographic business cards. One man chewed with his eyes closed. Another bobbed his head up and down. Either he was falling in and out of sleep or agreeing with everything. The last man was not so far gone but was the dirtiest of them all. Once our burgers were consumed, we headed out. I was glad to leave... only sleep lay before me now."
679455876,"RudeServiceOrderProblem","We came here the day after Christmas with our 2 kids and our nephew to quickly eat breakfast. ξWe were greeted in a very non friendly demeanor by this older woman who just couldn't get our order right. ξOnce we got our order, she still got it wrong and I went back and said something to her. ξNo apologies. ξShe would not give me the small coffee I wanted instead of the large coffee and she short changed us a sausage burrito.So, I bought another coffee, even though I should not have had to pay for it because I was in a rush. ξShe just had a really sour attitude and I know she probably doesn't like working there, but it's not my fault. ξShe accepted working there.So, for that, I give her a 1 star.However, the next day, we did come and the younger man was in her place and he was pretty much perfect. ξGot everything right. ξGreat attitude, no issues. ξI give him a 5 star."
679455877,"RudeServiceOrderProblem","I usually don't have problems with this location even though I get irritated with their employees' attitudes sometimes. Today, however, my experience annoyed me more than usual because of the dumb people who work there. The one worker that I absolutely dread encountering is the slightly older woman with glasses who is on the heavier side. She has the worst attitude out of all the workers there and it is clear that she hates her job. She is just not friendly at all and can never get an order right. When I drove up to the pick up window, a teenage employee was there and gave me my bag of food. I ordered two combos. I waited about 15 seconds for my drinks, and he was awkwardly standing there, wondering why I didn't drive off yet. Then he asked, ""Are you waiting for something else? That should be it."" I said, ""...We ordered drinks too."" He looks behind him and there are my drinks! ""Oh!"" he exclaims. As I am situating the drinks into my cup holders, I hear him say, ""Here."" When I turn around towards the window, half of his arm is in my car and the straws almost hit my face! WTF?! I was so irritated by his incompetency. Also, one thing that I don't like is how two drive-thru speakers are built, but the employees are always confused by which one to use. For example, I would order at the first speaker. When there is a long line, I get stuck at the second speaker and a worker tries to take my order there when I already ordered at the first one! Sometimes I tell them that I've already ordered, and sometimes I ignore them even when they're constantly asking, ""Hello? Are you ready to order?""Incompetent workers and a confusing drive-thru! So annoying."
679455878,BadFood,Ok We have a consistent problem with this McDonald's. Specifically with the coffee. And that's too bad because McD's coffee is typically very good. Today's problem is the decaf. Old. Very old. I'd say from late last night possibly but certainly not brewed this morning. We should have went to the coffee shop next door. Previously (& not yet posted) Almost without exception either the coffee or the service is just awful here. I started asking for cream/sugar on the side because they screw it up. ξThe coffee is sometime cold as well.
679455879,BadFood,"Went here for Breakfast with my Grand daughter. She loved ξthe play place. I ordered ξthe bacon egg biscuit, hash browns and iced coffee for me and since they do not have happy meals at breakfast time( they really need to come up with a happy meal breakfast!) we ordered scrambled eggs and bacon for her. My biscuit was very dry and the hash browns were cold in the middle. Scrambled eggs were not fully cooked but bacon was nice and crispy."
679455880,"RudeServiceBadFood","Worst McDonalds in the history of McDonalds. All of their employees are rude, serve cold food, and have bad attitudes.. Your better off with Taco Bell ξa mile away. Don't waste your time, or money."
